latitude,longitude,event_date,elevation,slope,aspect,curvature
33.646176,77.025745,2014-09-25 00:00:00,3651.0,89.99952697753906,317.726318359375,9072000000.0
32.347432,81.614974,2010-07-30 00:00:00,5195.0,89.99897003173828,234.24610900878906,-9072000000.0
24.176322,81.015618,2016-02-19 00:00:00,361.0,89.995361328125,79.5085220336914,1296000000.0
31.203601,86.929602,2016-12-16 00:00:00,5374.0,89.99700927734375,228.81407165527344,1296000000.0
31.692712,92.52712,2014-05-18 00:00:00,4801.0,89.99371337890625,237.09475708007812,1296000000.0
29.461204,83.123586,2017-01-12 00:00:00,4343.0,89.99923706054688,356.5526123046875,1296000000.0
30.828146,85.043433,2013-07-12 00:00:00,5028.0,89.99885559082031,152.7446746826172,-12960000000.0
6.235627,80.205859,2016-12-11 00:00:00,22.0,89.98883056640625,285.255126953125,-15552000000.0
30.398189,67.684696,2014-01-23 00:00:00,2639.0,89.99371337890625,69.77513885498047,-2592000000.0
36.90797,77.681703,2008-01-23 00:00:00,3461.0,89.99853515625,196.76255798339844,1296000000.0
28.25354,90.911551,2013-09-04 00:00:00,4071.0,89.99933624267578,108.62467193603516,-7776000000.0
29.851232,91.180648,2007-02-14 00:00:00,4366.0,89.99911499023438,46.68468475341797,7776000000.0
34.64094,73.755592,2017-02-12 00:00:00,2696.0,89.99898529052734,81.74056243896484,6480000000.0
35.209681,66.126224,2017-07-05 00:00:00,2879.0,89.999267578125,44.5341911315918,11664000000.0
32.979583,84.959814,2007-12-26 00:00:00,4788.0,89.99421691894531,0.0,1296000000.0
34.739668,63.873772,2011-03-28 00:00:00,1912.0,89.99410247802734,76.60750579833984,-0.0
27.04216,60.232225,2009-02-02 00:00:00,602.0,89.99675750732422,345.2564392089844,5184000000.0
36.924053,92.144929,2014-06-18 00:00:00,3939.0,89.9988784790039,153.88609313964844,2592000000.0
25.880036,70.779553,2017-06-01 00:00:00,195.0,89.99371337890625,147.09475708007812,2592000000.0
29.951086,86.237291,2017-04-20 00:00:00,5602.0,89.99822235107422,239.85861206054688,6480000000.0
38.185433,73.216497,2009-08-10 00:00:00,5519.0,89.99942016601562,194.79676818847656,-6480000000.0
33.556014,68.99424,2012-03-14 00:00:00,2442.0,89.9982681274414,78.9964599609375,2592000000.0
36.140576,64.321502,2008-12-09 00:00:00,723.0,89.99847412109375,85.17923736572266,11664000000.0
30.007048,70.32062,2008-11-20 00:00:00,311.0,89.99609375,79.3803482055664,5184000000.0
29.120946,85.558835,2013-10-03 00:00:00,5047.0,89.99717712402344,282.80426025390625,-2592000000.0
26.156159,63.563619,2008-08-13 00:00:00,858.0,89.99809265136719,336.1247253417969,-7776000000.0
35.390004,62.93296,2013-01-17 00:00:00,644.0,89.99874114990234,343.3549499511719,-0.0
38.83337,75.50735,2007-04-15 00:00:00,2215.0,89.99459075927734,282.2647705078125,1296000000.0
34.72757,89.647611,2017-06-17 00:00:00,5069.0,89.99353790283203,23.962488174438477,1296000000.0
37.768024,71.451315,2016-07-12 00:00:00,3857.0,89.99927520751953,107.19853973388672,58319998976.0
27.945094,83.421934,2017-08-20 00:00:00,701.0,89.99943542480469,50.4232177734375,-6480000000.0
5.97793,80.663143,2010-10-17 00:00:00,22.0,89.99628448486328,186.7098388671875,-0.0
30.508645,82.611622,2008-06-09 00:00:00,4856.0,89.99437713623047,225.0,5184000000.0
34.526927,65.183701,2014-04-03 00:00:00,2353.0,89.9964370727539,168.6900634765625,12960000000.0
29.149208,97.902592,2011-11-04 00:00:00,4184.0,89.99899291992188,110.44954681396484,6480000000.0
28.622929,97.715672,2007-12-24 00:00:00,4602.0,89.99542999267578,111.03751373291016,-1296000000.0
25.856729,62.481216,2016-02-12 00:00:00,48.0,89.9933853149414,117.89727020263672,3888000000.0
19.451124,97.59203,2017-07-02 00:00:00,444.0,89.9986572265625,343.4742126464844,-5184000000.0
37.112067,67.989415,2008-08-23 00:00:00,840.0,89.998779296875,247.38014221191406,1296000000.0
35.074715,68.08636,2015-11-18 00:00:00,3219.0,89.99854278564453,166.12246704101562,3888000000.0
15.609531,74.125957,2010-02-10 00:00:00,169.0,89.99772644042969,118.85565948486328,-0.0
35.14708,92.176099,2013-03-17 00:00:00,4708.0,89.99575805664062,36.869895935058594,2592000000.0
12.364076,75.397399,2007-02-28 00:00:00,621.0,89.99605560302734,286.189208984375,1296000000.0
27.419559,87.51958,2017-04-28 00:00:00,1868.0,89.99945831298828,240.70863342285156,-47951998976.0
28.637455,61.026209,2017-01-23 00:00:00,2765.0,89.99844360351562,194.88626098632812,7776000000.0
9.796995,76.740989,2015-12-14 00:00:00,225.0,89.9981689453125,21.037511825561523,6480000000.0
36.193411,85.539785,2017-03-03 00:00:00,5198.0,89.99827575683594,347.47119140625,-5184000000.0
31.063165,87.413,2016-10-19 00:00:00,4854.0,89.99626159667969,183.366455078125,-0.0
36.392569,88.876133,2014-01-30 00:00:00,5042.0,89.99649047851562,155.55604553222656,-11664000000.0
5.051821,96.238588,2016-04-06 00:00:00,951.0,89.99893951416016,262.81573486328125,16848000000.0
30.124731,92.906774,2008-06-18 00:00:00,4737.0,89.99897003173828,331.5740051269531,10368000000.0
24.097739,87.187766,2008-04-16 00:00:00,171.0,89.99695587158203,248.96249389648438,7776000000.0
28.910683,97.819273,2009-08-17 00:00:00,4691.0,89.99803161621094,193.3925018310547,-5184000000.0
26.8071,62.337831,2016-01-27 00:00:00,1333.0,89.99821472167969,185.63067626953125,-5184000000.0
34.453819,79.364182,2016-03-25 00:00:00,5657.0,89.99644470214844,144.09027099609375,1296000000.0
16.904861,73.964633,2010-10-09 00:00:00,607.0,89.998046875,287.8786926269531,-1296000000.0
37.13761,95.857574,2008-12-02 00:00:00,3182.0,89.99573516845703,39.559669494628906,3888000000.0
37.16622,77.958043,2007-05-09 00:00:00,2337.0,89.9981689453125,254.16761779785156,-12960000000.0
19.362661,81.133273,2015-11-28 00:00:00,659.0,89.99832916259766,180.0,9072000000.0
34.340797,97.288607,2008-03-21 00:00:00,4629.0,89.99390411376953,196.69924926757812,9072000000.0
36.733136,91.034393,2015-12-18 00:00:00,4629.0,89.99861907958984,75.51023864746094,-0.0
31.594245,68.822555,2012-03-14 00:00:00,1907.0,89.99700164794922,43.09084701538086,16848000000.0
32.982577,77.425022,2008-11-26 00:00:00,4562.0,89.99617767333984,212.7352294921875,5184000000.0
21.758805,77.452335,2013-02-17 00:00:00,497.0,89.93634033203125,180.0,-2592000000.0
24.226651,94.045708,2016-11-30 00:00:00,1653.0,89.99878692626953,129.59620666503906,1296000000.0
29.3416,63.570202,2016-03-11 00:00:00,1519.0,89.99919128417969,185.12818908691406,-7776000000.0
21.926514,86.427203,2014-01-28 00:00:00,865.0,89.99781036376953,273.9451904296875,5184000000.0
27.441205,85.652678,2013-06-01 00:00:00,1655.0,89.99897003173828,296.35821533203125,1296000000.0
30.765436,91.728232,2016-10-21 00:00:00,5341.0,89.99860382080078,129.64418029785156,1296000000.0
31.8503,78.095309,2015-09-20 00:00:00,5296.0,89.99940490722656,168.05581665039062,-6480000000.0
38.679427,69.184336,2009-04-21 00:00:00,1483.0,89.99925231933594,237.4259490966797,1296000000.0
37.816804,75.546074,2013-12-26 00:00:00,2821.0,89.99451446533203,352.568603515625,-10368000000.0
27.65318,86.39759,2008-04-12 00:00:00,3031.0,89.99937438964844,207.07208251953125,-27215998976.0
21.677938,80.525706,2008-11-10 00:00:00,707.0,89.99568939208984,151.69924926757812,3888000000.0
36.840185,78.641988,2015-08-12 00:00:00,3741.0,89.99906921386719,177.9098358154297,32399998976.0
35.768622,93.388149,2016-12-08 00:00:00,5181.0,89.99882507324219,274.23638916015625,19440001024.0
12.242257,77.320885,2012-03-06 00:00:00,617.0,89.9923095703125,154.9831085205078,1296000000.0
35.918396,93.978053,2008-10-29 00:00:00,4057.0,89.99618530273438,171.3843536376953,6480000000.0
19.269543,97.357513,2017-04-25 00:00:00,644.0,89.99592590332031,129.80557250976562,1296000000.0
35.975334,78.708736,2009-03-06 00:00:00,5298.0,89.99864959716797,154.24952697753906,-9072000000.0
27.149394,89.715373,2007-06-24 00:00:00,2386.0,89.99921417236328,154.85520935058594,-5184000000.0
11.474942,78.298493,2015-11-24 00:00:00,289.0,89.9959716796875,124.69515228271484,3888000000.0
37.980587,69.21707,2012-03-14 00:00:00,831.0,89.99646759033203,270.0,7776000000.0
33.181187,80.573697,2012-11-08 00:00:00,4626.0,89.99784851074219,258.3106384277344,-10368000000.0
35.980421,60.335671,2012-03-06 00:00:00,899.0,89.99210357666016,119.74488067626953,5184000000.0
20.357534,85.059783,2010-12-10 00:00:00,175.0,89.99748992919922,345.1413879394531,9072000000.0
24.213103,92.652715,2013-10-16 00:00:00,112.0,89.99835968017578,304.5085144042969,5184000000.0
34.440008,79.314868,2010-06-16 00:00:00,5720.0,89.99864959716797,180.0,7776000000.0
38.226701,67.208533,2010-05-30 00:00:00,1459.0,89.9984359741211,193.52316284179688,-1296000000.0
18.25406,96.285168,2011-01-27 00:00:00,298.0,89.99754333496094,326.0035400390625,-14256000000.0
29.211297,92.217552,2011-09-15 00:00:00,4598.0,89.99820709228516,327.6525573730469,6480000000.0
32.172657,88.911896,2016-04-01 00:00:00,4910.0,89.99777221679688,306.46923828125,9072000000.0
30.272089,91.626149,2013-11-22 00:00:00,5141.0,89.99919891357422,102.01900482177734,-24624001024.0
34.910504,70.160341,2016-06-10 00:00:00,1555.0,89.99651336669922,279.4623107910156,-7776000000.0
30.93556,83.034066,2013-10-13 00:00:00,5800.0,89.99769592285156,43.53120040893555,2592000000.0
36.708019,89.275556,2008-06-01 00:00:00,4912.0,89.99900817871094,30.963756561279297,-5184000000.0
31.271806,63.665009,2017-04-25 00:00:00,786.0,89.98763275146484,150.9453887939453,3888000000.0
34.272593,67.329307,2008-03-02 00:00:00,2985.0,89.99909973144531,4.460848331451416,2592000000.0
28.398991,83.266946,2009-02-09 00:00:00,2614.0,89.9990005493164,32.19573211669922,9072000000.0
34.520279,72.92081,2008-08-09 00:00:00,2595.0,89.99925231933594,170.14866638183594,14256000000.0
30.834168,93.281543,2016-01-04 00:00:00,4991.0,89.99836730957031,41.87786865234375,-9072000000.0
33.764049,88.412958,2007-12-18 00:00:00,5204.0,89.99783325195312,144.68878173828125,1296000000.0
6.858982,80.230738,2012-05-03 00:00:00,208.0,89.99903869628906,75.12432098388672,7776000000.0
28.784191,94.793458,2008-10-06 00:00:00,1237.0,89.99932861328125,88.79395294189453,-67392000000.0
35.964084,73.853918,2015-01-12 00:00:00,3608.0,89.99915313720703,227.70062255859375,-1296000000.0
36.140757,79.422211,2017-01-15 00:00:00,5451.0,89.99501037597656,311.8201599121094,-9072000000.0
33.190029,66.437308,2016-09-09 00:00:00,2656.0,89.99913024902344,338.3440246582031,-34992001024.0
31.085951,89.859504,2010-11-23 00:00:00,4831.0,89.99893188476562,188.6731719970703,-12960000000.0
36.021533,71.52438,2009-10-16 00:00:00,3951.0,89.99788665771484,273.8140869140625,-1296000000.0
33.71849,66.977468,2017-06-21 00:00:00,2514.0,89.99888610839844,178.9949188232422,-12960000000.0
36.685625,75.241559,2009-09-29 00:00:00,4438.0,89.99835205078125,165.78414916992188,-3888000000.0
34.588321,79.590111,2012-03-22 00:00:00,5502.0,89.99744415283203,169.59228515625,-2592000000.0
33.176624,64.058966,2011-10-13 00:00:00,1769.0,89.99605560302734,172.87498474121094,12960000000.0
29.421486,95.562285,2007-11-13 00:00:00,3261.0,89.99945068359375,170.04937744140625,6480000000.0
30.400435,86.405896,2017-04-13 00:00:00,5306.0,89.9974136352539,185.8263397216797,5184000000.0
27.980469,88.997939,2009-02-10 00:00:00,5076.0,89.99922180175781,7.037940979003906,15552000000.0
29.368072,86.347227,2010-08-12 00:00:00,5503.0,89.99810791015625,255.34324645996094,7776000000.0
29.669567,93.616576,2011-06-09 00:00:00,4457.0,89.99925994873047,347.5075378417969,-9072000000.0
31.882399,83.805138,2012-07-30 00:00:00,4965.0,89.9969711303711,192.38075256347656,1296000000.0
36.179338,67.903503,2016-02-19 00:00:00,1468.0,89.9971923828125,263.6598205566406,-1296000000.0
25.368882,88.071,2007-11-12 00:00:00,28.0,89.98455810546875,75.96375274658203,11664000000.0
32.69958,90.405353,2012-01-04 00:00:00,5088.0,89.99789428710938,172.4053497314453,3888000000.0
38.894443,92.448056,2009-04-29 00:00:00,3062.0,89.99363708496094,143.13009643554688,-1296000000.0
30.79798,94.600294,2011-06-25 00:00:00,5007.0,89.9989013671875,62.77132034301758,-1296000000.0
28.702431,90.623305,2010-07-11 00:00:00,5125.0,89.99813079833984,90.0,-7776000000.0
34.885745,64.435085,2014-06-09 00:00:00,2408.0,89.99462890625,242.35401916503906,2592000000.0
25.737465,70.685899,2013-10-27 00:00:00,161.0,89.99307250976562,112.38013458251953,6480000000.0
